Section ;CHAPITRE;NOMENCLATURE;STATUT;CHAPITRE_LIB;ARTICLE;OPERATION;OPERATION_LIB;FONCTION;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;Réalisé total;SENS;SECTION;ANNEE
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;22284,49;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;7281,99;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0106.; CTM;MAGASIN.; Magasin CTM;8188,23;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;9986,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;20107,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0111.; FINANCES;MP.; Marchés Publics ;3646,14;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;5270,58;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;24456,62;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;7755,9;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;1648,53;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0124.; URBANISME;MARCHE.; Marché;1648,53;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;8722,63;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;12259,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;4228,49;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;448,07;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;21.0;0106.; CTM;HCV.; Hors compte ventilation;476,24;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;126,37;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;10772,77;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;2421,34;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;17327,48;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;11946,24;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;25.0;0106.; CTM;HCV.; Hors compte ventilation;9366,07;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;CORDERIE.; La Corderie ;9334,14;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;COUVERTURE.; Service Couverture;6515,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;14340,46;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;15609,43;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;13790,68;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;28.0;0106.; CTM;HCV.; Hors compte ventilation;8269,83;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;9320,6;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;22957,11;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;18769,37;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;11732,29;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;13565,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;3282,57;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;8241,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;9919,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;2324,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;4404,63;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;282.0;0116.; SPORT;HCV.; Hors compte ventilation;19105,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;6567,55;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;20053,72;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;40650,56;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;12077,88;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;7707,24;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;7844,11;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;6986,58;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;15262,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;325.0;0116.; SPORT;HCV.; Hors compte ventilation;13034,27;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;13273,87;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;0112.; JEUNESSE;CYB.; Point Cyb;3228,92;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;3494,47;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;7231,62;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;52871,01;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;112.;112;HCV.; Hors compte ventilation;754,3;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;59,73;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;2476,5;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;712,66;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;3750,82;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;3769,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;511.0;0106.; CTM;FORET.; Service Forêt;10172,61;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;511.0;0106.; CTM;HCV.; Hors compte ventilation;74364,31;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;9957,57;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;3874,33;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;59.0;0106.; CTM;HCV.; Hors compte ventilation;6386,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;7222.0;0106.; CTM;HCV.; Hors compte ventilation;52519,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;80.0;0106.; CTM;MECA.; Service mécanique ;7280,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;80.0;0106.; CTM;HCV.; Hors compte ventilation;3987,05;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;830.0;0106.; CTM;TRANSPORT.; Service transport;6695,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;845.0;0106.; CTM;VRD.; Service Voirie ;10829,44;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6451.;;;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;3299,87;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;1.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;15222,3;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;29490,48;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;JURIDIQUE.; Juridique ;2919,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;15685,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;46596,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;19408,33;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;14583,72;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;35854,15;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;15006,7;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0106.; CTM;MAGASIN.; Magasin CTM;16945,19;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;7455,65;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;41717,6;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0111.; FINANCES;MP.; Marchés Publics ;7565,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;10939,68;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;37458,31;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;7653,82;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;3417,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0124.; URBANISME;MARCHE.; Marché;3417,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;1138,08;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;25398,25;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;551,74;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;3275,38;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;21.0;0106.; CTM;HCV.; Hors compte ventilation;7244,76;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;923,81;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;23140,48;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;4995,77;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;23206,76;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;23664,21;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;25.0;0106.; CTM;HCV.; Hors compte ventilation;14517,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;CORDERIE.; La Corderie ;1217,88;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;COUVERTURE.; Service Couverture;13407,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;31762,8;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;27684,64;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;28449,76;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;28.0;0106.; CTM;HCV.; Hors compte ventilation;16714,08;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;8304,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;47761,41;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;26803,67;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;26341,62;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;22759,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;6738,51;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;17086,26;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;16952,54;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;4819,28;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;8325,88;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;282.0;0116.; SPORT;HCV.; Hors compte ventilation;39570,27;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;12463,23;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;18839,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;46979,04;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;25988,27;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;15969,29;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;16285,16;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;14511,98;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;20857,33;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;325.0;0116.; SPORT;HCV.; Hors compte ventilation;44976,55;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;16612,66;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;0112.; JEUNESSE;CYB.; Point Cyb;6653,65;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;7258,61;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;14996,95;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;40035,39;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;112.;112;HCV.; Hors compte ventilation;98,42;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;31,07;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;5139,84;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;1478,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;7572,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;7830,67;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;511.0;0106.; CTM;FORET.; Service Forêt;21038,94;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;511.0;0106.; CTM;HCV.; Hors compte ventilation;146535,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;20583,69;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;8039,4;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;59.0;0106.; CTM;HCV.; Hors compte ventilation;13382,4;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;7222.0;0106.; CTM;HCV.; Hors compte ventilation;52059,52;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;80.0;0106.; CTM;MECA.; Service mécanique ;15075,78;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;80.0;0106.; CTM;HCV.; Hors compte ventilation;8269,55;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;830.0;0106.; CTM;TRANSPORT.; Service transport;13732,97;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;845.0;0106.; CTM;VRD.; Service Voirie ;11688,2;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6453.;;;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;6911,28;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6454.;;;1.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;123,36;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6454.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;162,68;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6454.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;JURIDIQUE.; Juridique ;2051,8;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6454.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;3471,62;Dépense;Fonctionnement;2022.0
DRF;12.0;M14;CA; Charges de personnel et frais assimilés;6454.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;165,93;Dépense;Fonctionnement;2022.0
